name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,networkKeys,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,geodeticDatum,class,countryCode,country,rightsHolder,identifier,informationWithheld,http...unknown.org.nick,verbatimEventDate,datasetName,verbatimLocality,gbifID,collectionCode,occurrenceID,taxonID,recordedBy,catalogNumber,http...unknown.org.occurrenceDetails,institutionCode,rights,eventTime,occurrenceRemarks,identificationID,http...unknown.org.recordedByOrcid,elevation,continent,institutionID,county,locality,type,vernacularName,samplingProtocol,individualCount,elevationAccuracy,habitat,samplingEffort,eventRemarks,language,locationAccordingTo,locationRemarks,previousIdentifications,fieldNotes,identificationRemarks,organismQuantity,verbatimCoordinateSystem,organismQuantityType,verbatimElevation,municipality,verbatimTaxonRank,collectionID,identifiedBy,sex,ownerInstitutionCode,eventID,sampleSizeUnit,parentEventID,sampleSizeValue,dynamicProperties,fieldNumber,preparations,occurrenceStatus,higherGeography,locationID,datasetID,accessRights,recordNumber,waterBody,endDayOfYear,startDayOfYear,identificationReferences,acceptedNameUsage,georeferencedBy,lifeStage,verbatimSRS,georeferenceVerificationStatus,higherClassification,dataGeneralizations,depth,depthAccuracy,namePublishedInYear,nameAccordingTo,bibliographicCitation,georeferenceSources,parentNameUsage,otherCatalogNumbers,taxonRemarks,infraspecificEpithet,coordinatePrecision,namePublishedIn,organismID,associatedReferences,earliestEraOrLowestErathem,earliestEpochOrLowestSeries,lowestBiostratigraphicZone,earliestPeriodOrLowestSystem,originalNameUsage,identificationVerificationStatus,georeferencedDate,nomenclaturalCode,georeferenceProtocol,identificationQualifier,establishmentMeans,georeferenceRemarks,disposition,reproductiveCondition,typeStatus,typifiedName,associatedSequences,earliestAgeOrLowestStage,taxonConceptID,lithostratigraphicTerms,latestAgeOrHighestStage,organismRemarks,leaflet_info
"Leopardus wiedii (Schinz, 1821)",-80.854273,-1.093045,"cdround,gass84",gbif,1065605231,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T09:44:08.242+0000,2019-08-27T21:56:22.399+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2015-02-05T19:53:45,31448,Manabi,2014,12,9,2014-12-09,2019-08-03T22:15:15.000+0000,2019-09-20T20:32:00.813+0000,https://www.inaturalist.org/observations/1214222,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,EC,Ecuador,Fauna of Manabi,1214222,Coordinate uncertainty increased to 31448m to protect threatened taxon,caracterizacion,2014-12-09,iNaturalist research-grade observations,Ecuador,1065605231,Observations,http://www.inaturalist.org/observations/1214222,41988,Fauna of Manabi,1214222,http://www.inaturalist.org/observations/1214222,iNaturalist,© Fauna of Manabi some rights reserved,,,2249205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 142 <br/><b>Record key:</b> 1065605231 <br/><b>Identified on: </b> 2015-02-05T19:53:45 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/1214222 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-92.84372,15.951151,"cdround,gass84",gbif,1088917291,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T09:51:51.935+0000,2019-08-27T22:01:33.755+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2015-03-13T04:49:55,30855,Chiapas,2014,12,22,2014-12-22,2019-08-03T22:15:10.000+0000,2019-09-20T20:31:23.787+0000,https://www.inaturalist.org/observations/1289493,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,MX,Mexico,sierra_madre_chiapas,1289493,Coordinate uncertainty increased to 30855m to protect threatened taxon,sierra_madre_chiapas,2014-12-22,iNaturalist research-grade observations,"Chiapas, MX",1088917291,Observations,http://conabio.inaturalist.org/observations/1289493,41988,sierra_madre_chiapas,1289493,http://conabio.inaturalist.org/observations/1289493,iNaturalist,© sierra_madre_chiapas some rights reserved,,,2415434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 143 <br/><b>Record key:</b> 1088917291 <br/><b>Identified on: </b> 2015-03-13T04:49:55 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/1289493 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-92.988378,15.881588,"cdround,gass84",gbif,1088917311,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T09:51:51.330+0000,2019-08-27T22:01:59.484+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2015-03-13T04:55:59,30855,Chiapas,2014,12,16,2014-12-16,2019-08-03T22:14:57.000+0000,2019-09-20T20:31:25.784+0000,https://www.inaturalist.org/observations/1289499,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,MX,Mexico,sierra_madre_chiapas,1289499,Coordinate uncertainty increased to 30855m to protect threatened taxon,sierra_madre_chiapas,2014-12-16,iNaturalist research-grade observations,"Chiapas, MX",1088917311,Observations,http://conabio.inaturalist.org/observations/1289499,41988,sierra_madre_chiapas,1289499,http://conabio.inaturalist.org/observations/1289499,iNaturalist,© sierra_madre_chiapas some rights reserved,,,2415455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 144 <br/><b>Record key:</b> 1088917311 <br/><b>Identified on: </b> 2015-03-13T04:55:59 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/1289499 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-96.069509,17.569757,"cdround,gass84",gbif,1880590977,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T09:53:39.784+0000,2019-08-27T22:06:40.460+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2018-06-28T15:31:15,30732,Oaxaca,2014,12,6,2014-12-06,2019-08-03T20:51:04.000+0000,2019-09-20T20:31:59.164+0000,https://www.inaturalist.org/observations/13860204,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,MX,Mexico,Eugenio Padilla,13860204,Coordinate uncertainty increased to 30732m to protect threatened taxon,eugenio_padilla,2014-12-06,iNaturalist research-grade observations,"Oaxaca, MX",1880590977,Observations,https://www.inaturalist.org/observations/13860204,41988,Eugenio Padilla,13860204,https://www.inaturalist.org/observations/13860204,iNaturalist,© Eugenio Padilla some rights reserved,,,30105063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 145 <br/><b>Record key:</b> 1880590977 <br/><b>Identified on: </b> 2018-06-28T15:31:15 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/13860204 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-53.646323,-33.801381,"cdround,gass84",gbif,2331852686,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T10:21:35.953+0000,2019-09-09T10:21:36.057+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2019-08-02T01:16:18,28902,Rocha,2013,1,10,2013-01-10,2019-09-01T20:03:20.000+0000,2019-09-20T20:31:23.784+0000,https://www.inaturalist.org/observations/30016383,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,UY,Uruguay,Ramiro Pereira Garbero,30016383,Coordinate uncertainty increased to 28902m to protect threatened taxon,rpereirag,2013/01/10 1:10 AM -03,iNaturalist research-grade observations,"n.a289, UY-RO, UY",2331852686,Observations,https://www.inaturalist.org/observations/30016383,41988,Ramiro Pereira Garbero,30016383,https://www.inaturalist.org/observations/30016383,iNaturalist,© Ramiro Pereira Garbero some rights reserved,,,65124699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 146 <br/><b>Record key:</b> 2331852686 <br/><b>Identified on: </b> 2019-08-02T01:16:18 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/30016383 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-96.292442,17.136961,"cdround,gass84",gbif,1880590927,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T09:53:39.811+0000,2019-08-27T22:06:37.167+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2018-06-28T15:35:31,30764,Oaxaca,2013,3,9,2013-03-09,2019-08-03T20:50:36.000+0000,2019-09-20T20:32:00.197+0000,https://www.inaturalist.org/observations/13860326,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,MX,Mexico,Eugenio Padilla,13860326,Coordinate uncertainty increased to 30764m to protect threatened taxon,eugenio_padilla,2013-03-09,iNaturalist research-grade observations,"Oaxaca, MX",1880590927,Observations,https://www.inaturalist.org/observations/13860326,41988,Eugenio Padilla,13860326,https://www.inaturalist.org/observations/13860326,iNaturalist,© Eugenio Padilla some rights reserved,,,30105316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 147 <br/><b>Record key:</b> 1880590927 <br/><b>Identified on: </b> 2018-06-28T15:35:31 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/13860326 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-97.902152,17.789868,"cdround,gass84",gbif,1880590855,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T09:53:39.748+0000,2019-08-27T22:06:36.425+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2018-06-28T15:09:07,30716,Oaxaca,2013,5,6,2013-05-06,2019-08-03T20:52:54.000+0000,2019-09-20T20:31:24.980+0000,https://www.inaturalist.org/observations/13859687,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,MX,Mexico,Eugenio Padilla,13859687,Coordinate uncertainty increased to 30716m to protect threatened taxon,eugenio_padilla,2013-05-06,iNaturalist research-grade observations,"Oaxaca, MX",1880590855,Observations,https://www.inaturalist.org/observations/13859687,41988,Eugenio Padilla,13859687,https://www.inaturalist.org/observations/13859687,iNaturalist,© Eugenio Padilla some rights reserved,,,30103950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 148 <br/><b>Record key:</b> 1880590855 <br/><b>Identified on: </b> 2018-06-28T15:09:07 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/13859687 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-77.248056,5.6805,cdround,gbif,1632926038,"Leopardus wiedii (Schinz, 1821)",10327926-1f42-44fa-8cf0-846d70b7533b,e1050db2-9faf-4d72-b860-295debaf9d2a,,2ec3e654-1407-4d5b-aa68-19e9c82b57a6,CO,DWC_ARCHIVE,2018-12-26T19:48:29.590+0000,2018-12-17T15:03:27.354+0000,58,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,,,Chocó,2013,6,1,2013-06-01,2018-04-14T00:00:00.000+0000,2019-09-20T20:31:59.731+0000,,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,CO,Colombia,,IIAP_JÁNANO_Mamma_25,,,,,"""Corregimiento de Arusí, municipio de Nuquí""",1632926038,,IIAP_JÁNANO_Mamma_25,,Cuesta R.E.,,,IIAP,,,,,,600,SOUTH_AMERICA,818000156-8,Nuquí,Corregimiento de Arusí,Evento,,Muestreo ecológico rápido,,0,Media montaña,,,es,,,Leopardus wiedii,,,,grados minutos segundos,,600,,,,,,,,,,,,,,,SA | Colombia | Chocó | Nuquí,,,,,,273,152,,,,,,Requiere verificación,Animalia | Chordata | Mamíferos | Carnivora | Felidae | Leopardus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 149 <br/><b>Record key:</b> 1632926038 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Leopardus wiedii (Schinz, 1821)",-53.3883,4.5648,"",gbif,1877463014,"Leopardus wiedii (Schinz, 1821)",f946666e-67dc-4848-9fa8-2162f3559e33,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,,07ea29ef-e386-4278-ae0f-095778a1b061,FR,DWC_ARCHIVE,2018-07-05T14:43:03.221+0000,2018-07-05T14:43:03.234+0000,1,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,,5000,,2013,12,31,2013-12-31,,2019-09-20T20:31:59.542+0000,,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,GF,French Guiana,,10kmUTM22W230N500_I032_030030074_443622,,,,Données d'occurrences Espèces issues de l'inventaire des ZNIEFF,,1877463014,,10kmUTM22W230N500_I032_030030074_443622,443622,Mention dans la ZNIEFF numéro 030030074 : Criques Baboune et Aya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67774A34-8C54-34CC-E053-2614A8C083CF,,,,,,,,,,,,,"Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP diffusion rules",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 150 <br/><b>Record key:</b> 1877463014 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Leopardus wiedii (Schinz, 1821)",-72.4541,4.94214,"",gbif,1657216806,"Leopardus wiedii (Schinz, 1821)",68367736-6990-42f3-b0d1-41b0a6db8236,13a1e31d-4046-4c80-8a06-f97a4eb8cf53,,68845aab-a453-4816-b36d-a3ec8455deb0,CO,DWC_ARCHIVE,2017-09-29T22:32:15.422+0000,2017-09-29T22:32:15.472+0000,1,MACHINE_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,,,Magdalena,2012,1,20,2012-01-20,,2019-09-20T20:31:58.513+0000,,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,CO,Colombia,,PCT:CT206,,,,,,1657216806,,PCT:CT206,,ProCAT Investigadores,,,ProCAT,,,,,,52,SOUTH_AMERICA,900220991-2,Santa Marta,Arrecifes y Cañaveral,Imagen estática,,"Cámara trampa, puntos de observación",1,0,Bosque Seco Tropical,,,es,,,,,,1,"Grados, minutos y segundos",Individuos,52 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 151 <br/><b>Record key:</b> 1657216806 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Leopardus wiedii (Schinz, 1821)",-74.01801,4.80892,"",gbif,1657216780,"Leopardus wiedii (Schinz, 1821)",68367736-6990-42f3-b0d1-41b0a6db8236,13a1e31d-4046-4c80-8a06-f97a4eb8cf53,,68845aab-a453-4816-b36d-a3ec8455deb0,CO,DWC_ARCHIVE,2017-09-29T22:32:15.402+0000,2017-09-29T22:32:15.440+0000,1,MACHINE_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,,,Magdalena,2012,2,19,2012-02-19,,2019-09-20T20:31:56.978+0000,,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,CO,Colombia,,PCT:CT59,,,,,,1657216780,,PCT:CT59,,ProCAT Investigadores,,,ProCAT,,,,,,24,SOUTH_AMERICA,900220991-2,Santa Marta,Bahia Concha y Granate,Imagen estática,,"Cámara trampa, puntos de observación",1,0,Bosque Seco Tropical,,,es,,,,,,1,"Grados, minutos y segundos",Individuos,24 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 152 <br/><b>Record key:</b> 1657216780 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Leopardus wiedii (Schinz, 1821)",-97.938611,17.750029,"cdround,gass84",gbif,1880590869,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T09:53:39.855+0000,2019-08-27T22:06:35.904+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2018-06-28T15:12:01,30716,Oaxaca,2012,3,16,2012-03-16,2019-08-03T20:52:39.000+0000,2019-09-20T20:31:29.180+0000,https://www.inaturalist.org/observations/13859737,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,MX,Mexico,Eugenio Padilla,13859737,Coordinate uncertainty increased to 30716m to protect threatened taxon,eugenio_padilla,2012-03-16,iNaturalist research-grade observations,"Oaxaca, MX",1880590869,Observations,https://www.inaturalist.org/observations/13859737,41988,Eugenio Padilla,13859737,https://www.inaturalist.org/observations/13859737,iNaturalist,© Eugenio Padilla some rights reserved,,,30104121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 153 <br/><b>Record key:</b> 1880590869 <br/><b>Identified on: </b> 2018-06-28T15:12:01 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/13859737 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-88.777724,14.421433,"cdround,gass84",gbif,1668836153,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T11:27:38.582+0000,2019-08-28T02:27:23.004+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2017-09-20T17:20:00,30954,Lempira,2012,4,9,2012-04-09,2019-08-03T21:14:21.000+0000,2019-09-20T20:31:23.770+0000,https://www.inaturalist.org/observations/8012069,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,HN,Honduras,Hermes Vega,8012069,Coordinate uncertainty increased to 30954m to protect threatened taxon,hermes,2012/04/09 2:40 AM HST,iNaturalist research-grade observations,"Lempira, HN",1668836153,Observations,https://www.inaturalist.org/observations/8012069,41988,Hermes Vega,8012069,https://www.inaturalist.org/observations/8012069,iNaturalist,© Hermes Vega some rights reserved,12:40:00Z,,16933908,https://orcid.org/0000-0001-9843-0639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 154 <br/><b>Record key:</b> 1668836153 <br/><b>Identified on: </b> 2017-09-20T17:20:00 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/8012069 '>click</a>
"Leopardus wiedii (Schinz, 1821)",-74.02561,4.81822,"",gbif,1657216787,"Leopardus wiedii (Schinz, 1821)",68367736-6990-42f3-b0d1-41b0a6db8236,13a1e31d-4046-4c80-8a06-f97a4eb8cf53,,68845aab-a453-4816-b36d-a3ec8455deb0,CO,DWC_ARCHIVE,2017-09-29T22:32:15.410+0000,2017-09-29T22:32:15.434+0000,1,MACHINE_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,,,Magdalena,2012,4,21,2012-04-21,,2019-09-20T20:31:57.326+0000,,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,CO,Colombia,,PCT:CT108,,,,,,1657216787,,PCT:CT108,,ProCAT Investigadores,,,ProCAT,,,,,,396,SOUTH_AMERICA,900220991-2,Santa Marta,Neguanje y Cinto,Imagen estática,,"Cámara trampa, puntos de observación",1,0,Bosque Seco Tropical,,,es,,,,,,1,"Grados, minutos y segundos",Individuos,396 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 155 <br/><b>Record key:</b> 1657216787 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Leopardus wiedii (Schinz, 1821)",-88.762428,16.469349,"cdround,gass84",gbif,891711579,"Leopardus wiedii (Schinz, 1821)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2019-09-09T10:29:27.321+0000,2019-08-28T00:40:07.515+0000,183,HUMAN_OBSERVATION,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,2013-07-10T16:17:47,30810,Toledo,2012,6,3,2012-06-03,2019-08-03T22:17:27.000+0000,2019-09-20T20:31:24.977+0000,https://www.inaturalist.org/observations/327286,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,BZ,Belize,callieoldfield,327286,Coordinate uncertainty increased to 30810m to protect threatened taxon,callieoldfield,2012-06-03,iNaturalist research-grade observations,Belize,891711579,Observations,http://www.inaturalist.org/observations/327286,41988,callieoldfield,327286,http://www.inaturalist.org/observations/327286,iNaturalist,© callieoldfield some rights reserved,,,539214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 156 <br/><b>Record key:</b> 891711579 <br/><b>Identified on: </b> 2013-07-10T16:17:47 <br/><b>Record url: </b><a href=' https://www.inaturalist.org/observations/327286 '>click</a>
