name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,networkKeys,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,geodeticDatum,class,countryCode,country,rightsHolder,identifier,informationWithheld,http...unknown.org.nick,verbatimEventDate,datasetName,verbatimLocality,gbifID,collectionCode,occurrenceID,taxonID,recordedBy,catalogNumber,http...unknown.org.occurrenceDetails,institutionCode,rights,eventTime,occurrenceRemarks,identificationID,http...unknown.org.recordedByOrcid,elevation,continent,institutionID,county,locality,type,vernacularName,samplingProtocol,individualCount,elevationAccuracy,habitat,samplingEffort,eventRemarks,language,locationAccordingTo,locationRemarks,previousIdentifications,fieldNotes,identificationRemarks,organismQuantity,verbatimCoordinateSystem,organismQuantityType,verbatimElevation,municipality,verbatimTaxonRank,collectionID,identifiedBy,sex,ownerInstitutionCode,eventID,sampleSizeUnit,parentEventID,sampleSizeValue,dynamicProperties,fieldNumber,preparations,occurrenceStatus,higherGeography,locationID,datasetID,accessRights,recordNumber,waterBody,endDayOfYear,startDayOfYear,identificationReferences,acceptedNameUsage,georeferencedBy,lifeStage,verbatimSRS,georeferenceVerificationStatus,higherClassification,dataGeneralizations,depth,depthAccuracy,namePublishedInYear,nameAccordingTo,bibliographicCitation,georeferenceSources,parentNameUsage,otherCatalogNumbers,taxonRemarks,infraspecificEpithet,coordinatePrecision,namePublishedIn,organismID,associatedReferences,earliestEraOrLowestErathem,earliestEpochOrLowestSeries,lowestBiostratigraphicZone,earliestPeriodOrLowestSystem,originalNameUsage,identificationVerificationStatus,georeferencedDate,nomenclaturalCode,georeferenceProtocol,identificationQualifier,establishmentMeans,georeferenceRemarks,disposition,reproductiveCondition,typeStatus,typifiedName,associatedSequences,earliestAgeOrLowestStage,taxonConceptID,lithostratigraphicTerms,latestAgeOrHighestStage,organismRemarks,leaflet_info
"Felis wiedii pirrensis Goldman, 1914",-79.69368,0.22522,"",gbif,919422560,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:10.346+0000,2016-12-23T04:11:01.088+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,21615,Esmeraldas,1963,3,6,1963-03-06,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.421+0000,http://portal.vertnet.org/o/msu/mr?id=mr-9480,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.9480,,,,,South America | Ecuador | Esmeraldas Province | Dogola,919422560,MR,urn:catalog:MSU:MR:MR.9480,,Charles M. Fugler,MR.9480,,MSU,,,"""Tigrillo""",,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Dogola,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,FEMALE,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,,,65,65,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,VertNet Georeferencing Guidelines,,NATIVE,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 376 <br/><b>Record key:</b> 919422560 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-9480 '>click</a>
"Leopardus wiedii pirrensis (Goldman, 1914)",-71.476173,-11.79865,"cdround,gass84",gbif,665736326,"Leopardus wiedii pirrensis (Goldman, 1914)",41fc5c40-5e81-496f-9733-6b5681b3b7a5,7b8aff00-a9f8-11d8-944b-b8a03c50a862,,3b84ff5b-79ce-427c-acb7-b4004e160f66,US,DWC_ARCHIVE,2019-07-22T17:58:31.515+0000,2019-02-05T23:18:58.626+0000,127,PRESERVED_SPECIMEN,6164528,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SUBSPECIES,ACCEPTED,,,Madre de Dios,1963,3,26,1963-03-26,,2019-09-20T20:31:25.006+0000,,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,PE,Peru,The Field Museum of Natural History,d625befa-e02a-4690-938c-850bf51df05a,,,,,,665736326,Mammals,d625befa-e02a-4690-938c-850bf51df05a,,C. Kalinowski,98076,,FMNH,,,,,,500,SOUTH_AMERICA,FMNH,Manu,"Rio Manu, Salvador",PhysicalObject,,,,,,,,en,,degrees minutes seconds,,,,,,,,,,Mammals,,MALE,FMNH,,,,,,160625,,,"South America, Peru, Madre de Dios, Manu, Neotropics: Rio Manu, Salvador",,mammals-05-feb-2019,http://fieldmuseum.org/about/copyright-information,CK-2744,,,26,,,,,,,Animalia Chordata Mammalia Carnivora Felidae,,,,,,,,,,,pirrensis,,,2596944,,,,,,,,,,MaNIS georeferencing guidelines,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 377 <br/><b>Record key:</b> 665736326 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Felis wiedii pirrensis Goldman, 1914",-79.8333,0.25,"",gbif,919434889,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:13.978+0000,2016-12-23T04:13:32.522+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,19615,Esmeraldas,1963,8,8,1963-08-08,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.372+0000,http://portal.vertnet.org/o/msu/mr?id=mr-8594,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.8594,,,,,South America | Ecuador | Esmeraldas Province | Montanas de Mache,919434889,MR,urn:catalog:MSU:MR:MR.8594,,Charles M. Fugler,MR.8594,,MSU,,,,,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Montanas de Mache,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,12,,220,220,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,VertNet Georeferencing Guidelines,,NATIVE,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 378 <br/><b>Record key:</b> 919434889 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-8594 '>click</a>
"Felis wiedii pirrensis Goldman, 1914",-79.24207,0.70455,"",gbif,919429134,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:12.186+0000,2016-12-23T04:11:26.502+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,84115,Esmeraldas,1963,8,18,1963-08-18,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.377+0000,http://portal.vertnet.org/o/msu/mr?id=mr-9391,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.9391,,,,,South America | Ecuador | Esmeraldas Province | Panbula,919429134,MR,urn:catalog:MSU:MR:MR.9391,,Charles M. Fugler,MR.9391,,MSU,,,"""Tigrillo""",,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Panbula,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,FEMALE,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,,,230,230,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,VertNet Georeferencing Guidelines,,NATIVE,"Unable to locate, so georeferenced entire province",,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 379 <br/><b>Record key:</b> 919429134 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-9391 '>click</a>
"Felis wiedii pirrensis Goldman, 1914",-79.47747,0.39638,"",gbif,919443874,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:16.454+0000,2016-12-23T04:15:55.809+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,14615,Esmeraldas,1963,8,5,1963-08-05,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.613+0000,http://portal.vertnet.org/o/msu/mr?id=mr-8612,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.8612,,,,,South America | Ecuador | Esmeraldas Province | Montanas de Cupa,919443874,MR,urn:catalog:MSU:MR:MR.8612,,Charles M. Fugler,MR.8612,,MSU,,,,,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Montanas de Cupa,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,64,,217,217,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,VertNet Georeferencing Guidelines,,NATIVE,Assumed Montanas de Cupa are by Rio Cupa,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 380 <br/><b>Record key:</b> 919443874 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-8612 '>click</a>
"Felis wiedii pirrensis Goldman, 1914",-78.883,0.95,"",gbif,919437768,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:14.662+0000,2016-12-23T04:13:45.913+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,4857,Esmeraldas,1963,12,14,1963-12-14,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.377+0000,http://portal.vertnet.org/o/msu/mr?id=mr-9390,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.9390,,,,,South America | Ecuador | Esmeraldas Province | Timbre,919437768,MR,urn:catalog:MSU:MR:MR.9390,,Charles M. Fugler,MR.9390,,MSU,,,"""Tigrillo""",,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Timbre,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,MALE,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,,,348,348,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,not recorded,,NATIVE,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 381 <br/><b>Record key:</b> 919437768 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-9390 '>click</a>
"Felis wiedii pirrensis Goldman, 1914",-78.883,0.95,"",gbif,919437777,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:14.657+0000,2016-12-23T04:13:45.909+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,4857,Esmeraldas,1963,12,25,1963-12-25,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.362+0000,http://portal.vertnet.org/o/msu/mr?id=mr-9389,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.9389,,,,,South America | Ecuador | Esmeraldas Province | Timbre,919437777,MR,urn:catalog:MSU:MR:MR.9389,,Charles M. Fugler,MR.9389,,MSU,,,"""Tigrillo""",,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Timbre,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,FEMALE,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,,,359,359,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,not recorded,,NATIVE,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 382 <br/><b>Record key:</b> 919437777 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-9389 '>click</a>
"Felis wiedii pirrensis Goldman, 1914",-79.3833,0.4667,"",gbif,919435571,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:14.358+0000,2016-12-23T04:13:39.759+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,12615,Esmeraldas,1963,,,1963-01-01,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.411+0000,http://portal.vertnet.org/o/msu/mr?id=mr-8472,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.8472,,,,,South America | Ecuador | Esmeraldas Province | Las Montanas de Cole,919435571,MR,urn:catalog:MSU:MR:MR.8472,,Charles M. Fugler,MR.8472,,MSU,,,No measurements,,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Las Montanas de Cole,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,,,,,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,VertNet Georeferencing Guidelines,,NATIVE,"The only Cole located was Rio Cole, in Esmeraldas province. Rio Cole, however, was not located on a map, so used Alexandria's coords for the river's mouth and added a 10 km extent, as the larger rivers marked on the map are at least 10 km long.",,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 383 <br/><b>Record key:</b> 919435571 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-8472 '>click</a>
"Felis wiedii pirrensis Goldman, 1914",-79.3833,0.4667,"",gbif,919440646,"Felis wiedii pirrensis Goldman, 1914",22a66350-7947-4a49-84a3-39c7c1b0881f,311e2740-f15a-11d8-b22f-b8a03c50a862,,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2017-10-08T08:18:15.547+0000,2016-12-23T04:15:44.152+0000,50,PRESERVED_SPECIMEN,6164529,1,44,359,732,9703,2434918,2434950,6164528,"Leopardus wiedii pirrensis (Goldman, 1914)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SUBSPECIES,SYNONYM,,12615,Esmeraldas,1963,,,1963-01-01,2015-04-09T00:00:00.000+0000,2019-09-20T20:15:32.407+0000,http://portal.vertnet.org/o/msu/mr?id=mr-8471,http://creativecommons.org/publicdomain/zero/1.0/legalcode,WGS84,Mammalia,EC,Ecuador,,urn:catalog:MSU:MR:MR.8471,,,,,South America | Ecuador | Esmeraldas Province | Las Montanas de Cole,919440646,MR,urn:catalog:MSU:MR:MR.8471,,Senora Blanca Teran,MR.8471,,MSU,,,No measurements,,,,SOUTH_AMERICA,http://grbio.org/cool/53w1-8r3k,,Las Montanas de Cole,PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,http://grbio.org/cool/qxfg-723q,,,,,,,,,,skull,present,South America | Ecuador | Esmeraldas Province |  |  |  |  |,,,http://vertnet.org/resources/norms.html,,,,,,,,,,requires verification,Animalia | Chordata | Mammalia | Carnivora | Felidae | Felis,,,,,,,,,,,pirrensis,,,,,,,,,,,,ICZN,VertNet Georeferencing Guidelines,,NATIVE,"The only Cole located was Rio Cole, in Esmeraldas province. Rio Cole, however, was not located on a map, so used Alexandria's coords for the river's mouth and added a 10 km extent, as the larger rivers marked on the map are at least 10 km long.",,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 384 <br/><b>Record key:</b> 919440646 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' http://portal.vertnet.org/o/msu/mr?id=mr-8471 '>click</a>
"Felis wiedii Schinz, 1821",0,0,"cucdmis,elmms,gass84,txmathi,zerocd",gbif,1893488408,"Felis wiedii Schinz, 1821",2dad0cd2-e880-4ec3-90e5-d3f479528cbd,ff90b050-c256-11db-b71b-b8a03c50a862,,e081c7d7-2dab-42fd-94c4-9f275767fe7d,MX,DWC_ARCHIVE,2018-08-21T00:03:18.702+0000,2018-08-21T00:03:18.733+0000,56,PRESERVED_SPECIMEN,2434973,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Felis,wiedii,SPECIES,SYNONYM,,,Sinaloa,1962,3,23,1962-03-23,2015-12-03T00:00:00.000+0000,2019-09-20T20:15:32.590+0000,,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Mammalia,MX,Mexico,Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO),urn:catalog:KUNHM:KU:NO DISPONIBLE:da8c93757d7997306718ef857483eff6,,,,Base de datos de mamíferos de México depositados en colecciones de Estados Unidos y Canadá,,1893488408,KU,urn:catalog:KUNHM:KU:NO DISPONIBLE:da8c93757d7997306718ef857483eff6,7703dd12f903367a544b60c985cd724e,NO DISPONIBLE,NO DISPONIBLE,,KUNHM,,00:00:00,,48988,,114.5,,1140,,SINALOA,Event,sinónimo,,1,114.5,,,,es,,,,,,,grados minutos segundos,,,,,2594,NO DISPONIBLE,,"Kansas University Natural History Museum, University of Kansas",,,,,,NO DISPONIBLE,,,,4910,da8c93757d7997306718ef857483eff6,CC-BY,,,,82,,Leopardus wiedii subsp. oaxacensis,,,,,Animalia; Chordata; Mammalia; Carnivora; Felidae; Felis,,0,0,1959,"Ramírez-Pulido, Arroyo-Cabrales & González-Ruiz, 2008","López Wilchis, R. 1998. Base de datos de mamíferos de México depositados en colecciones de Estados Unidos y Canadá. Universidad Autónoma Metropolitana. Unidad Iztapalapa. Bases de datos SNIB-CONABIO. Proyecto No. P130. México, D.F.",,Felis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 385 <br/><b>Record key:</b> 1893488408 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Leopardus wiedii glauculus (Thomas, 1903)",-107.817926952047,25.9746912559952,"cdrep,txmatfuz",gbif,686419549,"Leopardus wiedii glauculus (Thomas, 1903)",1d04e739-98a9-4e16-9970-8f8f3bf9e9e3,b554c320-0560-11d8-b851-b8a03c50a862,,c7b49e46-602a-4172-98d2-6b027c6b049f,US,DWC_ARCHIVE,2019-09-03T22:04:45.616+0000,2018-05-08T15:48:01.149+0000,158,PRESERVED_SPECIMEN,6164545,1,44,359,732,9703,2434918,2434950,6164545,"Leopardus wiedii glauculus (Thomas, 1903)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SUBSPECIES,ACCEPTED,,,Sinaloa,1962,3,23,1962-03-23,2010-01-13T15:02:18.000+0000,2019-09-20T20:31:59.432+0000,,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Mammalia,MX,Mexico,,93b7abb2-1ed8-11e3-bfac-90b11c41863e,,,,University of Kansas Biodiversity Institute Mammalogy Collection,,686419549,KUM,93b7abb2-1ed8-11e3-bfac-90b11c41863e,,CLIFTON P L,90532,,KU,,,,,,,NORTH_AMERICA,http://grbio.org/cool/iakn-125z,,"SINALOA, 44 KM ENE OF",PhysicalObject,,,,,,,,en,,,,,,,decimal degrees,,,,,,,FEMALE,,,,,,,,Skin Complete;  Skull Complete,,,,,http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms,,,,,,,N Slade,,,,,,,,,,,Google Earth,,,,glauculus,,,,,,,,,,,2009-02-03,,,,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 386 <br/><b>Record key:</b> 686419549 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
"Leopardus wiedii (Schinz, 1821)",-59.51666,2.83333,"gass84,gdativ",gbif,1211796943,"Leopardus wiedii (Schinz, 1821)",c5c4a23e-2035-4416-ab64-032d6df52ddb,ff418020-1d67-11d9-8435-b8a03c50a862,,6ed8558c-e955-4812-9fd7-39b8044fcc35,CA,DWC_ARCHIVE,2018-04-04T13:45:13.745+0000,2018-04-04T13:45:13.772+0000,67,PRESERVED_SPECIMEN,2434950,1,44,359,732,9703,2434918,2434950,2434950,"Leopardus wiedii (Schinz, 1821)",Animalia,Chordata,Carnivora,Felidae,Leopardus,Leopardus wiedii,Leopardus,wiedii,SPECIES,ACCEPTED,,2.14,Upper Takutu-Upper Essequibo,1962,3,16,1962-03-16,2018-04-04T00:00:00.000+0000,2019-09-20T20:31:59.102+0000,,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,GY,Guyana,Royal Ontario Museum; ROM,URI:catalog:ROM:Mammals:32241,,,19620316,Mammalogy,"Kuitaro River, Dadanawa Ranch",1211796943,Mammals,URI:catalog:ROM:Mammals:32241,,"Brock, SE",32241,,ROM,,,,,,,SOUTH_AMERICA,,,"Kuitaro River, Dadanawa Ranch",PhysicalObject,,,,,,,,en,,MaNIS-ROMM Guyana Upload,,,,,,,,,,urn:lsid:biocol.org:col:34909,,FEMALE,,,,,,,,skin; tanned,,South America; Guyana; Upper Takutu-Upper Essequibo,,,not-for-profit use only,D077,,,,,,Kirsten Greer (ROM),ADULT,,,Animalia; Chordata; Mammalia; Carnivora; Felidae; Leopardus,,,,,,,"MAP OF GUYANA PUBLISHED BY THE GOVERNMENT OF GUYANA; DIRECTORATE OF OVERSEAS SURVEYS (MISC) 17C (SERIES E491), 1954; SW; 1:500,000; 1966",,,,,,,,,,,,,,,20030228,,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,,,,,,,,,,,,,<b>Species: </b> Leopardus wiedii </a><br/> <b>rowID:</b> 387 <br/><b>Record key:</b> 1211796943 <br/><b>Identified on: </b> NA <br/><b>Record url: </b><a href=' NA '>click</a>
